gvkey,tic,cusip,conm,cik
176133,MAKOF,56089A400,MAKO MNG CORP,1784930
176142,ETY,27828N102,EATON VANCE TX-MAN DIV EQ IN,1340736
176152,OMAB,400501102,GRUPO AEROPORTUARIO DEL CENT,1378239
176161,CHHE,169398104,CHINA HEALTH INDUSTRIES HLDG,1309057
176169,KNDI,G5214E103,KANDI TECHNOLOGIES GROUP,1316517
176172,XMHQ,46137V472,INVESCO S&P MDCP QUALITY ETF,
176173,EQWS,46137V514,INVESCO RUSSELL 2000 EQ ETF,
176174,EQWL,46137V449,INVESCO S&P 100 EQ WEGHT ETF,
176176,PGF,46137V621,INVESCO FINANCIAL PREFRD ETF,
176180,MSCLF,80401L308,SATELLOS BIOSCIENCE INC,1421642
176198,IGXT,45822R101,INTELGENX TECHNOLOGIES CORP,1098880
176203,SBKO,86603R100,SUMMIT BANK GROUP INC,1895399
176224,FTDS,33733E708,FIRST TRUST DIVIDEND STR ETF,
176229,SNCA,81689B103,SENECA BIOPHARMA INC,
176234,CTT,14912Y202,CATCHMARK TIMBER TRUST,1341141
176247,AIMC,02208R106,ALTRA INDUSTRIAL MOTION CORP,1374535
176249,TAST,14574X104,CARROLS RESTAURANT GROUP INC,809248
176251,III,45675Y104,INFORMATION SERVICES GROUP,1371489
176256,PTMN,73688F201,PORTMAN RIDGE FINANCE CORP,1372807
176259,TOO,Y8565J101,TEEKAY OFFSHORE PARTNERS LP,1382298
176260,MLCO,585464100,MELCO RESORTS & ENTERTAINMEN,1381640
176278,HENC,42771W108,HERO TECHNOLOGIES INC,1324736
176286,POWA,46138J775,INVESCO BLMBRG PRCNG PWR ETF,
176287,CSD,46137V159,INVESCO S&P SPIN-OFF ETF,
176304,RTC,G0704V202,BAIJIAYUN GROUP LTD,1381074
176313,RWX,78463X863,SPDR DOW JONES INTL RL EST,
176314,PKW,46137V308,INVESCO BUYBACK ACHIEVER ETF,
176319,LCXEF,55082H206,LYCOS ENERGY INC,1623078
176327,TOGL,88907T303,TOGA LTD,1378125
176333,BTZ,092508100,BLACKROCK CR ALLOC INCM TR,1379384
176340,CTMUF,15643T602,CENTURION MINERALS LTD,808031
176343,CLNE,184499101,CLEAN ENERGY FUELS CORP,1368265
176346,PFIE,74316X101,PROFIRE ENERGY INC,1289636
176350,MSBF,55352L101,MSB FINANCIAL CORP,1635261
176351,ORIT,68633D103,ORITANI FINANCIAL CORP,1483195
176362,AVAV,008073108,AEROVIRONMENT INC,1368622
176363,MLNX,M51363113,MELLANOX TECHNOLOGIES LTD,1356104
176368,ECRFF,146772108,CARTIER RESOURCES INC,1406802
176378,REED,758338305,REEDS INC,1140215
176380,GRCMF,393380100,GREEN SHIFT COMMODITIES LTD,1635385
176392,DGL,46140H601,INVS DB GOLD FUND,
176393,DBO,46140H403,INVESCO DB OIL FUND,
176394,DBP,46140H502,INVESCO DB PRECIOUS METALS,
176395,DBB,46140H700,INVS DB BASE METALS FUND,
176396,DBS,46140H205,INVESCO DB SILVER FUND,
176397,DBA,46140H106,INVS DB AGRICULTURE FUND,
176398,DBE,46140H304,INVESCO DB ENERGY FUND,
176412,KSSH,492536107,KINGFISH HOLDING CORP,1374881
176419,HXU.,08662W200,HORIZONS BETAPRO S&PTSX60 BU,
176420,HZRZU,08660R203,HORIZONS BETAPRO S&PTSX60 BE,
176433,IGSB,464288646,ISHARES 1-5 YEAR INVT GR CRP,
176434,TLH,464288653,ISHARES 10-20 YR TRSY BD ETF,
176435,IEI,464288661,ISHARES 3-7 YR TREAS BD ETF,
176436,USIG,464288620,ISHARES BROAD USD INV GRD BD,
176437,GBF,464288596,ISHARES GOVT/CREDIT BOND ETF,
176438,IGIB,464288638,ISHARES 5-10 YR INVT G CRP B,
176439,SHV,464288679,ISHARES SHORT TREAS BD ETF,
176440,GVI,464288612,ISHARES INTRM GOV/CREDIT BD,
176471,ALXXF,05352F109,AVANTE CORP,1795753
176480,CWI,78463X848,SPDR MSCI ACWI EX-US ETF,
176503,UEEC,91059D100,UNITED HEALTH PRODUCTS INC,1096938
176523,NCMI,635309206,NATIONAL CINEMEDIA INC,1377630
176529,AMYZF,75629Y108,RECYLICO BATTER MATERILS INC,1739434
176541,RWM,74348A210,PROSHARES SHORT RUSSELL2000,
176542,SAA,74347R818,PROSHARES ULTRA SMALLCAP600,
176543,SBB,74348A376,PROSHARES SHORT SMALLCAP600,
176544,SDD,74347G572,PROSHARES ULTSH SMALLCAP600,
176545,UWM,74347R842,PROSHARES ULTRA RUSSELL2000,
176548,TWM,74347G689,PROSHARES ULTSH RUSSELL2000,
176559,AOD,00326L100,ABRDN TOTAL DYNAMIC DIV FUND,1379400
176560,GDL,361570104,GDL FUND,1378701
176561,QQQX,670699107,NUVEEN NASDAQ 100 DYN OVRWRT,1608741
176567,SMCI,86800U104,SUPER MICRO COMPUTER INC,1375365
176572,AVNW,05366Y201,AVIAT NETWORKS INC,1377789
176578,HREEF,854722105,STANS ENERGY CORP,1391621
176586,GII,78463X855,SPDR S&P GLOBAL INFRASTR ETF,
176590,NCMI1,635309008,NATIONAL CINEMEDIA LLC,1527190
176591,EIG,292218104,EMPLOYERS HOLDINGS INC,1379041
176592,HF.3,40418F108,HFF INC,1380509
176593,PRTS,14427M107,CARPARTS COM INC,1378950
176598,DRGDF,250669108,DETOUR GOLD CORP,1391158
176602,ESGR,G3075P101,ENSTAR GROUP LIMITED,1363829
176606,DIG,74347G705,PROSHARES ULTRA ENERGY,
176607,SIJ,74347G598,PROSHARES ULTSH INDUSTRIALS,
176609,DUG,74347G358,PROSHARES ULTRASHORT ENERGY,
176610,SCC,74347G275,PROSHARES ULTRASH CONS DISCR,
176611,RXD,74347G564,PROSHARES ULTSH HEALTH CARE,
176612,SKF,74347G382,PROSHARES ULTSH FINANCIALS,
176613,UYM,74347R776,PROSHARES ULTRA MATERIALS,
176614,RXL,74347R735,PROSHARES ULTRA HEALTH CARE,
176616,UYG,74347X633,PROSHARES ULTRA FINANCIALS,
176617,UXI,74347R727,PROSHARES ULTRA INDUSTRIALS,
176619,ROM,74347R693,PROSHARES ULTRA TECHNOLOGY,
176620,SSG,74349Y860,PROSHARES ULTSH SEMICONDUCTR,
176621,USD,74347R669,PROSHARES ULTRA SEMICONDCTRS,
176622,UCC,74347R750,PROSHARES ULTRA CONS DISCRTN,
176623,URE,74347X625,PROSHARES ULTRA REAL ESTATE,
176624,UPW,74347R685,PROSHARES ULTRA UTILITIES,
176625,SDP,74347G721,PROSHARES ULTRASHORT UTILITS,
176627,SRS,74347G556,PROSHARES ULTSH REAL ESTATE,
176628,REW,74349Y852,PROSHARES ULTSHRT TECHNOLOGY,
176629,SMN,74347G614,PROSHARES ULTRASHORT MATERLS,
176630,UGE,74347R768,PROSHARES ULTRA CONS STAPLES,
176631,SZK,74347G630,PROSHARES ULTRASHR CONS STPL,
176636,HROW,415858109,HARROW INC,1360214
176647,CMORF,18681B202,CLIFFMONT RESOURCES LTD,
176649,ZGSI,98949G102,ZERO GRAVITY SOLUTIONS INC,1574186
176652,CELJF,M2196U109,CELLCOM ISRAEL LTD,1385145
176653,VNCKF,92647F201,VICTORY NICKEL INC,
176670,ARAY,004397105,ACCURAY INC,1138723
176691,TLGN,29977N107,EVER HARVEST INTL GROUP INC,1411165
176692,IPIX,45782D100,INNOVATION PHARMACEUTICALS I,1355250
176699,FXY,46138W107,INVS CURRSHS JAPANESE YEN TR,
176701,IBKR,45841N107,INTERACTIVE BROKERS GROUP,1381197
176703,ESSA,29667D104,ESSA BANCORP INC,1382230
176706,EBWK,29333W106,ENIGMA-BULWARK LTD,1379245
176712,QCLN,33733E500,FIRST TR NASDAQ CLN EDG GRN,
176713,QQXT,33733E401,FIRST TR NASDAQ 100 EX-TECH,
176725,BBDC,06759L103,BARINGS BDC INC,1379785
176730,NNAX,64754N103,NEW MOMENTUM CORP,1132509
176733,ROYE,78026P209,ROYAL ENERGY RESOURCES INC,1102392
176736,MPIR,291644102,EMPIRE DIVERSIFIED ENERGY,1322437
176742,UUP,46141D203,INVESCO DB US DOL IND BUL FD,
176743,UDN,46141D104,INVS DB US DOLLAR IDX BEARSH,
176751,GRCAF,380721100,GOLD SPRINGS RESOURCE CORP,1393435
176753,WNLV,97654W104,WINVEST GROUP LTD,1558740
176760,UFS,257559203,DOMTAR CORP,1381531
176766,TFSL,87240R107,TFS FINANCIAL CORP,1381668
176768,BLIN,10807Q700,BRIDGELINE DIGITAL INC,1378590
176782,GLUU,379890106,GLU MOBILE INC,1366246
176786,CRECF,22675W107,CRITICAL ELEMENTS LITHM CORP,1478035
176793,EXG,27829F108,EATON VANCE TAX-MNGD GLBL DV,1379438
176794,NIE,92841M101,VIRTUS EQ & CONV INCOME FUND,1383441
176795,EES,97717W562,WISDOMTREE US SMALLCAP ER FD,
176796,EPS,97717W588,WISDOMTREE US LARGECAP FUND,
176798,WTV,97717W547,WISDOMTREE US VALUE FUND,
176799,EZM,97717W570,WISDOMTREE US MIDCAP ER FUND,
176800,RESP,97717W596,WISDOMTREE US TOTAL MAR FUND,
176814,TOBAF,87320M200,TAAT GLOBAL ALTERNATIVES INC,1823375
176828,CARE,146103106,CARTER BANKSHARES INC,1829576
176832,WHTEF,965424104,WHITEMUD RESOURCES INC,
176836,PDP,46137V837,INVESCO DORSEY WRIGHT MO ETF,
176840,REI,76680V108,RING ENERGY INC,1384195
176854,MIDLF,59751U100,MIDLAND EXPLORATION INC,1649624
176858,AQPW,82670H109,GOLDEN ALLY LIFETECH GRO INC,1317833
176864,ICDXF,46431C105,ISHARES CDN RL RETURN BD IDX,
176865,ISDJF,46430W102,ISHARES CDN SELECT DIV INDEX,
176866,ISHAF,46431F108,ISHARES DIV MONTHLY INCM ETF,
176867,ITP,46527C209,IT TECH PACKAGING INC,1358190
176874,SUMR,865646301,SUMMER INFANT INC,1314772
176886,VEU,922042775,VANGUARD FTSE ALL-WRLD EX-US,
176899,SD,80007P869,SANDRIDGE ENERGY INC,1349436
176914,CQP,16411Q101,CHENIERE ENERGY PARTNERS LP,1383650
176928,BR,11133T103,BROADRIDGE FINANCIAL SOLUTNS,1383312
176952,MBB,464288588,ISHARES MBS ETF,
176973,GLRE,G4095J109,GREENLIGHT CAPITAL RE LTD,1385613
176992,DMAC,25253X207,DIAMEDICA THERAPEUTICS INC,1401040
176999,SAR,80349A208,SARATOGA INVESTMENT CORP,1377936
177000,GXC,78463X400,SPDR S&P CHINA ETF,
177001,GMF,78463X301,SPDR S&P EMERGING ASIA PACIF,
177004,SPEM,78463X509,SPDR PRTFL EMERGING MKTS ETF,
177009,FRBA,31931U102,FIRST BANK,
177044,SGOZF,815802103,SEGO RESOURCES INC,
177052,EOD,94987C103,ALLSPRING GLOBAL DIVI OPP FD,1386067
177053,IAE,92912J102,VOYA ASIA PAC HI DIV EQ INCM,1385632
177055,JCE,67090X107,NUVEEN CORE EQUITY ALPHA FND,1385763
177058,SPCB,M87095309,SUPERCOM LTD,1291855
177067,CCEC,Y00408107,CAPITAL CLN ENRG CARRIERS CP,1392326
177069,PFF,464288687,ISHARES PFD AND INC SCTS ETF,
177084,CZA,46137Y401,INVESCO ZACKS MID CAP ETF,
177088,BX,09260D107,BLACKSTONE INC,1393818
177099,TYPE,61022P100,MONOTYPE IMAGING HOLDINGS,1385292
177108,CNK,17243V102,CINEMARK HOLDINGS INC,1385280
177109,CAI,12477X106,CAI INTERNATIONAL INC,1388430
177111,TTGT,87874R100,TECHTARGET INC,1293282
177139,BLV,921937793,VANGUARD LONG-TERM BOND ETF,
177140,BND,921937835,VANGUARD TOTAL BOND MARKET,
177141,BSV,921937827,VANGUARD SHORT-TERM BOND ETF,
177142,BIV,921937819,VANGUARD INTERMEDIATE-TRM BD,
177149,CYSXF,46431G205,ISHARES S&P/TSX CDN PFD SHR,
177152,HYG,464288513,ISHARES IBOXX HIGH YLD CP BD,
177179,CBMG,15117P102,CELLULAR BIOMEDICINE GROUP,1378624
177182,OPNT,683750103,OPIANT PHARMACEUTICALS INC,1385508
177190,RIVF,00767C205,RIVULET ENTERTAINMENT INC,1342936
177207,UNG,912318409,UNITED STATES NATURAL GAS FD,
177211,LCS.,112216106,BROMPTON LIFECO SPLIT CORP,
177214,XMF.A,55376A875,M SPLIT CORP,
177216,PNNT,708062104,PENNANTPARK INVESTMENT CORP,1383414
177226,USRM,90350U100,US STEM CELL INC,1388319
177227,PODD,45784P101,INSULET CORP,1145197
177228,NBY,66987P409,NOVABAY PHARMACEUTICALS INC,1389545
177242,PTVYF.1,71646R309,PETRO VISTA ENERGY CORP,
177244,EDD,617477104,MORGN STAN EMER MKTS DOM DBT,1388141
177255,JMP,46629U107,JMP GROUP LLC,1302350
177257,INFN,45667G103,INFINERA CORP,1138639
177267,TEL,H84989104,TE CONNECTIVITY LTD,1385157
177276,SPDW,78463X889,SPDR PRTL DPD WRLD EX-US ETF,
177278,GWX,78463X871,SPDR S&P INTL SMALL CAP ETF,
177279,AWP,00302L108,ABRDN GLBL PREMIER PPTS FUND,1390195
177281,CVAT,14964W104,CAVITATION TECHNOLOGIES INC,1376793
177287,JAZZ,G50871105,JAZZ PHARMACEUTICALS PLC,1232524
177300,BNCL,08171T102,BENEFICIAL BANCORP INC,1615418
177301,RSX,92189F403,VANECK RUSSIA ETF,
177315,EGIO,53261M203,EDGIO INC,1391127
177318,LUDG,54973P401,LUDWIG ENTERPRISES INC,1960262
177340,ATV,004854204,ACORN INTERNATIONAL INC -ADR,1365742
177358,REM,46435G342,ISHARES MTG REAL ESTATE ETF,
177359,USRT,464288521,ISHARES TR CRE U S REIT ETF,
177360,REZ,464288562,ISHARES RESIDENT AND MUL ETF,
177367,CDXC,171077407,CHROMADEX CORP,1386570
177374,SHCMF,812218105,SEARCH MINERALS INC,1494335
177376,DFS,254709108,DISCOVER FINANCIAL SVCS,1393612
177386,SMOG,92189F502,VANECK LOW CARBON ENERGY ETF,
177394,FLMCF,32072L109,FIRST LITHIUM MINERALS CORP,
177405,HYMC,44862P208,HYCROFT MINING HOLDING CORP,1718405
177407,FTC,33735K108,FIRST TR LRG CAP GR ALPHADEX,
177408,FRI,33734G108,FIRST TR S&P REIT INDEX FUND,
177409,FXG,33734X119,FIRST TR CONSMR STAPLS ALPHA,
177410,FAD,33733F101,FIRST TR MULTI CAP GR ALPHAD,
177411,FXL,33734X176,FIRST TR TECH ALPHADEX FUND,
177412,FXO,33734X135,FIRST TR FINANCIALS ALPHADEX,
177413,FXU,33734X184,FIRST TR UTILITIES ALPHADEX,
177414,FYX,33734Y109,FIRST TR SMALL CAP GRWTH ALP,
177415,FAB,33733C108,FIRST TR MULTI CAP VAL ALPHA,
177416,FXZ,33734X168,FIRST TR MATERIALS ALPHADEX,
177417,FXR,33734X150,FIRST TR INDSTRLS/PROD DURAB,
177418,FXN,33734X127,FIRST TR ENERGY ALPHADEX FND,
177419,FXH,33734X143,FIRST TR HEALTH CARE ALPHADX,
177420,FXD,33734X101,FIRST TR CONSMR DISRTNRY ALP,
177421,FTA,33735J101,FIRST TR LRG CP VAL ALPHADEX,
177422,FEX,33734K109,FIRST TR LRG CP CORE ALPHADX,
177423,FNX,33735B108,FIRST TR MID CP CORE ALPHADX,
177424,FGB,33733G109,FIRST TRUST SPECIALTY FIN,1392994
177425,NHAWF,657280202,NORTH ARROW MINERALS INC,
177426,POET,73044W302,POET TECHNOLOGIES INC,1437424
177430,FNI,33733A102,FIRST TRUST CHINDIA ETF,
177431,FIW,33733B100,FIRST TRUST WATER ETF,
177432,FCG,33733E807,FIRST TRUST NATURAL GAS,
177441,CGW,46138E263,INVESCO S&P GBL WTR IDX ETF,
177446,AETI,025576109,AMERICAN ELECTRIC TECH INC,
177459,CEWUF,46433J108,ISHARES EQUAL WT BANC&LIFECO,
177470,FSMK,337125108,1ST SUMMIT BANCORP JOHNS INC,
177473,SBN.,784732109,S SPLIT CORP,
177480,XCS.,46428G200,ISHARES S&P/TSX SMALLCAP ETF,
177481,ISJSF,46430F109,ISHARES JANTZI SOC IDX ETF,
177482,XSU.,46430R202,ISHARES US SM CP (CAD-HDGD),
177506,PDPYF,695779108,PAINTED PONY ENERGY LTD,1422471
177528,TSSI,87288V101,TSS INC,1320760
177533,BGY,092524107,BLACKROCK ENHANCED INT DV TR,1393299
177537,HNW,723653101,PIONEER DIVERSIFIED HGH INCM,1388126
177550,CNNRF,13639A109,CANADIAN NET REAL ES IN TRST,
177551,URGYF,076230101,BEDFORD METALS CORP,
177556,SPTI,78464A672,SPDR PORTFOLIO INTM TRM TRSY,
177557,BIL,78468R663,SPDR BLMBRG BRCLYS 1-3 MO TB,
177558,SPAB,78464A649,SPDR PORTFOLIO AGGRGT BD ETF,
177559,SPIP,78464A656,SPDR PORTFOLIO TIPS ETF,
177560,SPTL,78464A664,SPDR PRTF LNG TRM TREAS ETF,
177565,PPLXF,709762108,PEOPLE CORP,
177594,CMOXF,46430V104,ISHARES GLBL WATER INDEX ETF,
177598,WTRE,97717W331,WISDOMTREE NEW ECON R E FUND,
177601,SVBL,827458209,SILVER BULL RESOURCES INC,1031093
177602,GLGLF,361793201,GLG LIFE TECH CORP,1406635
177618,VDMRF,92920V105,VOYAGER METALS INC,
177629,YGEHY,98584B202,YINGLI GREEN ENERGY HLDGS CO,1394029
177633,ESPAF,296651102,ESPIAL GROUP INC,
177637,AMC,00165C302,AMC ENTERTAINMENT HOLDINGS,1411579
177640,TIPT,88822Q103,TIPTREE INC,1393726
177644,GRX,36246K103,GABELLI HEALTHCARE & WELL TR,1391437
177646,FISB,319427100,1ST CAP BANCORP,1870280
177657,HFU.,08660V105,BETAPRO S&P/TSX CP FN 2X BUL,
